UpperName	miRGate.name	Accession	Name
HSA-MIR-532-3P	hsa-mir-532-3p	MIMAT0004780	hsa-miR-532-3p
HSA-MIR-541-3P	hsa-mir-541-3p	MIMAT0004920	hsa-miR-541-3p
HSA-MIR-542-5P	hsa-mir-542-5p	MIMAT0003340	hsa-miR-542-5p
HSA-MIR-544B	hsa-mir-544b	MIMAT0015004	hsa-miR-544b
HSA-MIR-545-5P	hsa-mir-545-5p	MIMAT0004785	hsa-miR-545-5p
HSA-MIR-548A-5P	hsa-mir-548a-5p	MIMAT0004803	hsa-miR-548a-5p
HSA-MIR-548AB	hsa-mir-548ab	MIMAT0018928	hsa-miR-548ab
HSA-MIR-548AK	hsa-mir-548ak	MIMAT0019013	hsa-miR-548ak
HSA-MIR-548AM-5P	hsa-mir-548am-5p	MIMAT0022740	hsa-miR-548am-5p
HSA-MIR-548AP-5P	hsa-mir-548ap-5p	MIMAT0021037	hsa-miR-548ap-5p
HSA-MIR-548AQ-5P	hsa-mir-548aq-5p	MIMAT0022263	hsa-miR-548aq-5p
HSA-MIR-548AR-5P	hsa-mir-548ar-5p	MIMAT0022265	hsa-miR-548ar-5p
HSA-MIR-548AS-3P	hsa-mir-548as-3p	MIMAT0022268	hsa-miR-548as-3p
HSA-MIR-548AS-5P	hsa-mir-548as-5p	MIMAT0022267	hsa-miR-548as-5p
HSA-MIR-548AU-5P	hsa-mir-548au-5p	MIMAT0022291	hsa-miR-548au-5p
HSA-MIR-548AY-5P	hsa-mir-548ay-5p	MIMAT0025452	hsa-miR-548ay-5p
HSA-MIR-548B-5P	hsa-mir-548b-5p	MIMAT0004798	hsa-miR-548b-5p
HSA-MIR-548C-3P	hsa-mir-548c-3p	MIMAT0003285	hsa-miR-548c-3p
HSA-MIR-548C-5P	hsa-mir-548c-5p	MIMAT0004806	hsa-miR-548c-5p
HSA-MIR-548D-5P	hsa-mir-548d-5p	MIMAT0004812	hsa-miR-548d-5p
HSA-MIR-548E-5P	hsa-mir-548e-5p	MIMAT0026736	hsa-miR-548e-5p
HSA-MIR-548H-5P	hsa-mir-548h-5p	MIMAT0005928	hsa-miR-548h-5p
HSA-MIR-548I	hsa-mir-548i	MIMAT0005935	hsa-miR-548i
HSA-MIR-548J-5P	hsa-mir-548j-5p	MIMAT0005875	hsa-miR-548j-5p
HSA-MIR-548N	hsa-mir-548n	MIMAT0005916	hsa-miR-548n
HSA-MIR-548O-5P	hsa-mir-548o-5p	MIMAT0022738	hsa-miR-548o-5p
HSA-MIR-548Q	hsa-mir-548q	MIMAT0011163	hsa-miR-548q
HSA-MIR-548W	hsa-mir-548w	MIMAT0015060	hsa-miR-548w
HSA-MIR-548Y	hsa-mir-548y	MIMAT0018354	hsa-miR-548y
HSA-MIR-550B-2-5P	hsa-mir-550b-2-5p	MIMAT0022737	hsa-miR-550b-2-5p
HSA-MIR-551A	hsa-mir-551a	MIMAT0003214	hsa-miR-551a
HSA-MIR-551B-3P	hsa-mir-551b-3p	MIMAT0003233	hsa-miR-551b-3p
HSA-MIR-552-3P	hsa-mir-552-3p	MIMAT0003215	hsa-miR-552-3p
HSA-MIR-556-5P	hsa-mir-556-5p	MIMAT0003220	hsa-miR-556-5p
HSA-MIR-5571-3P	hsa-mir-5571-3p	MIMAT0022258	hsa-miR-5571-3p
HSA-MIR-5572	hsa-mir-5572	MIMAT0022260	hsa-miR-5572
HSA-MIR-558	hsa-mir-558	MIMAT0003222	hsa-miR-558
HSA-MIR-5580-5P	hsa-mir-5580-5p	MIMAT0022273	hsa-miR-5580-5p
HSA-MIR-5581-5P	hsa-mir-5581-5p	MIMAT0022275	hsa-miR-5581-5p
HSA-MIR-5584-5P	hsa-mir-5584-5p	MIMAT0022283	hsa-miR-5584-5p
HSA-MIR-5586-3P	hsa-mir-5586-3p	MIMAT0022288	hsa-miR-5586-3p
HSA-MIR-5586-5P	hsa-mir-5586-5p	MIMAT0022287	hsa-miR-5586-5p
HSA-MIR-5587-3P	hsa-mir-5587-3p	MIMAT0022290	hsa-miR-5587-3p
HSA-MIR-5588-3P	hsa-mir-5588-3p	MIMAT0022296	hsa-miR-5588-3p
HSA-MIR-5589-3P	hsa-mir-5589-3p	MIMAT0022298	hsa-miR-5589-3p
HSA-MIR-5589-5P	hsa-mir-5589-5p	MIMAT0022297	hsa-miR-5589-5p
HSA-MIR-559	hsa-mir-559	MIMAT0003223	hsa-miR-559
HSA-MIR-5591-5P	hsa-mir-5591-5p	MIMAT0022301	hsa-miR-5591-5p
HSA-MIR-564	hsa-mir-564	MIMAT0003228	hsa-miR-564
HSA-MIR-566	hsa-mir-566	MIMAT0003230	hsa-miR-566
HSA-MIR-5681A	hsa-mir-5681a	MIMAT0022469	hsa-miR-5681a
HSA-MIR-5685	hsa-mir-5685	MIMAT0022475	hsa-miR-5685
HSA-MIR-569	hsa-mir-569	MIMAT0003234	hsa-miR-569
HSA-MIR-5692A	hsa-mir-5692a	MIMAT0022484	hsa-miR-5692a
HSA-MIR-5696	hsa-mir-5696	MIMAT0022489	hsa-miR-5696
HSA-MIR-5698	hsa-mir-5698	MIMAT0022491	hsa-miR-5698
HSA-MIR-5699-5P	hsa-mir-5699-5p	MIMAT0027103	hsa-miR-5699-5p
HSA-MIR-5700	hsa-mir-5700	MIMAT0022493	hsa-miR-5700
HSA-MIR-570-3P	hsa-mir-570-3p	MIMAT0003235	hsa-miR-570-3p
HSA-MIR-5705	hsa-mir-5705	MIMAT0022499	hsa-miR-5705
HSA-MIR-574-5P	hsa-mir-574-5p	MIMAT0004795	hsa-miR-574-5p
HSA-MIR-576-5P	hsa-mir-576-5p	MIMAT0003241	hsa-miR-576-5p
HSA-MIR-577	hsa-mir-577	MIMAT0003242	hsa-miR-577
HSA-MIR-5787	hsa-mir-5787	MIMAT0023252	hsa-miR-5787
HSA-MIR-584-3P	hsa-mir-584-3p	MIMAT0022708	hsa-miR-584-3p
HSA-MIR-589-3P	hsa-mir-589-3p	MIMAT0003256	hsa-miR-589-3p
HSA-MIR-590-3P	hsa-mir-590-3p	MIMAT0004801	hsa-miR-590-3p
HSA-MIR-597-3P	hsa-mir-597-3p	MIMAT0026619	hsa-miR-597-3p
HSA-MIR-600	hsa-mir-600	MIMAT0003268	hsa-miR-600
HSA-MIR-602	hsa-mir-602	MIMAT0003270	hsa-miR-602
HSA-MIR-603	hsa-mir-603	MIMAT0003271	hsa-miR-603
HSA-MIR-604	hsa-mir-604	MIMAT0003272	hsa-miR-604
HSA-MIR-605-5P	hsa-mir-605-5p	MIMAT0003273	hsa-miR-605-5p
HSA-MIR-6068	hsa-mir-6068	MIMAT0023693	hsa-miR-6068
HSA-MIR-6075	hsa-mir-6075	MIMAT0023700	hsa-miR-6075
HSA-MIR-6077	hsa-mir-6077	MIMAT0023702	hsa-miR-6077
HSA-MIR-608	hsa-mir-608	MIMAT0003276	hsa-miR-608
HSA-MIR-6081	hsa-mir-6081	MIMAT0023706	hsa-miR-6081
HSA-MIR-6085	hsa-mir-6085	MIMAT0023710	hsa-miR-6085
HSA-MIR-6086	hsa-mir-6086	MIMAT0023711	hsa-miR-6086
HSA-MIR-6087	hsa-mir-6087	MIMAT0023712	hsa-miR-6087
HSA-MIR-6088	hsa-mir-6088	MIMAT0023713	hsa-miR-6088
HSA-MIR-6089	hsa-mir-6089	MIMAT0023714	hsa-miR-6089
HSA-MIR-6090	hsa-mir-6090	MIMAT0023715	hsa-miR-6090
HSA-MIR-611	hsa-mir-611	MIMAT0003279	hsa-miR-611
HSA-MIR-612	hsa-mir-612	MIMAT0003280	hsa-miR-612
HSA-MIR-6127	hsa-mir-6127	MIMAT0024610	hsa-miR-6127
HSA-MIR-6129	hsa-mir-6129	MIMAT0024613	hsa-miR-6129
HSA-MIR-6130	hsa-mir-6130	MIMAT0024614	hsa-miR-6130
HSA-MIR-6132	hsa-mir-6132	MIMAT0024616	hsa-miR-6132
HSA-MIR-6133	hsa-mir-6133	MIMAT0024617	hsa-miR-6133
HSA-MIR-619-5P	hsa-mir-619-5p	MIMAT0026622	hsa-miR-619-5p
HSA-MIR-625-5P	hsa-mir-625-5p	MIMAT0003294	hsa-miR-625-5p
HSA-MIR-628-5P	hsa-mir-628-5p	MIMAT0004809	hsa-miR-628-5p
HSA-MIR-629-5P	hsa-mir-629-5p	MIMAT0004810	hsa-miR-629-5p
HSA-MIR-634	hsa-mir-634	MIMAT0003304	hsa-miR-634
HSA-MIR-635	hsa-mir-635	MIMAT0003305	hsa-miR-635
HSA-MIR-637	hsa-mir-637	MIMAT0003307	hsa-miR-637
HSA-MIR-639	hsa-mir-639	MIMAT0003309	hsa-miR-639
HSA-MIR-642A-3P	hsa-mir-642a-3p	MIMAT0020924	hsa-miR-642a-3p
HSA-MIR-642A-5P	hsa-mir-642a-5p	MIMAT0003312	hsa-miR-642a-5p
HSA-MIR-642B-3P	hsa-mir-642b-3p	MIMAT0018444	hsa-miR-642b-3p
HSA-MIR-644A	hsa-mir-644a	MIMAT0003314	hsa-miR-644a
HSA-MIR-646	hsa-mir-646	MIMAT0003316	hsa-miR-646
HSA-MIR-647	hsa-mir-647	MIMAT0003317	hsa-miR-647
HSA-MIR-6499-5P	hsa-mir-6499-5p	MIMAT0025450	hsa-miR-6499-5p
HSA-MIR-650	hsa-mir-650	MIMAT0003320	hsa-miR-650
HSA-MIR-6500-5P	hsa-mir-6500-5p	MIMAT0025454	hsa-miR-6500-5p
HSA-MIR-6501-3P	hsa-mir-6501-3p	MIMAT0025459	hsa-miR-6501-3p
HSA-MIR-6504-5P	hsa-mir-6504-5p	MIMAT0025464	hsa-miR-6504-5p
HSA-MIR-6505-5P	hsa-mir-6505-5p	MIMAT0025466	hsa-miR-6505-5p
HSA-MIR-6506-3P	hsa-mir-6506-3p	MIMAT0025469	hsa-miR-6506-3p
HSA-MIR-6506-5P	hsa-mir-6506-5p	MIMAT0025468	hsa-miR-6506-5p
HSA-MIR-6507-5P	hsa-mir-6507-5p	MIMAT0025470	hsa-miR-6507-5p
HSA-MIR-6508-3P	hsa-mir-6508-3p	MIMAT0025473	hsa-miR-6508-3p
HSA-MIR-6510-5P	hsa-mir-6510-5p	MIMAT0025476	hsa-miR-6510-5p
HSA-MIR-6511A-5P	hsa-mir-6511a-5p	MIMAT0025478	hsa-miR-6511a-5p
HSA-MIR-6511B-5P	hsa-mir-6511b-5p	MIMAT0025847	hsa-miR-6511b-5p
HSA-MIR-6512-3P	hsa-mir-6512-3p	MIMAT0025481	hsa-miR-6512-3p
HSA-MIR-6513-5P	hsa-mir-6513-5p	MIMAT0025482	hsa-miR-6513-5p
HSA-MIR-6515-5P	hsa-mir-6515-5p	MIMAT0025486	hsa-miR-6515-5p
HSA-MIR-652-3P	hsa-mir-652-3p	MIMAT0003322	hsa-miR-652-3p
HSA-MIR-653-3P	hsa-mir-653-3p	MIMAT0026625	hsa-miR-653-3p
HSA-MIR-654-5P	hsa-mir-654-5p	MIMAT0003330	hsa-miR-654-5p
HSA-MIR-655-3P	hsa-mir-655-3p	MIMAT0003331	hsa-miR-655-3p
HSA-MIR-656-3P	hsa-mir-656-3p	MIMAT0003332	hsa-miR-656-3p
HSA-MIR-656-5P	hsa-mir-656-5p	MIMAT0026627	hsa-miR-656-5p
HSA-MIR-657	hsa-mir-657	MIMAT0003335	hsa-miR-657
HSA-MIR-660-3P	hsa-mir-660-3p	MIMAT0022711	hsa-miR-660-3p
HSA-MIR-660-5P	hsa-mir-660-5p	MIMAT0003338	hsa-miR-660-5p
HSA-MIR-662	hsa-mir-662	MIMAT0003325	hsa-miR-662
HSA-MIR-663A	hsa-mir-663a	MIMAT0003326	hsa-miR-663a
HSA-MIR-663B	hsa-mir-663b	MIMAT0005867	hsa-miR-663b
HSA-MIR-665	hsa-mir-665	MIMAT0004952	hsa-miR-665
HSA-MIR-668-5P	hsa-mir-668-5p	MIMAT0026636	hsa-miR-668-5p
HSA-MIR-670-3P	hsa-mir-670-3p	MIMAT0026640	hsa-miR-670-3p
HSA-MIR-671-3P	hsa-mir-671-3p	MIMAT0004819	hsa-miR-671-3p
HSA-MIR-6715B-5P	hsa-mir-6715b-5p	MIMAT0025842	hsa-miR-6715b-5p
HSA-MIR-6716-5P	hsa-mir-6716-5p	MIMAT0025844	hsa-miR-6716-5p
HSA-MIR-6720-3P	hsa-mir-6720-3p	MIMAT0025851	hsa-miR-6720-3p
HSA-MIR-6720-5P	hsa-mir-6720-5p	MIMAT0027345	hsa-miR-6720-5p
HSA-MIR-6721-5P	hsa-mir-6721-5p	MIMAT0025852	hsa-miR-6721-5p
HSA-MIR-6722-3P	hsa-mir-6722-3p	MIMAT0025854	hsa-miR-6722-3p
HSA-MIR-6722-5P	hsa-mir-6722-5p	MIMAT0025853	hsa-miR-6722-5p
HSA-MIR-6724-5P	hsa-mir-6724-5p	MIMAT0025856	hsa-miR-6724-5p
HSA-MIR-6726-3P	hsa-mir-6726-3p	MIMAT0027354	hsa-miR-6726-3p
HSA-MIR-6726-5P	hsa-mir-6726-5p	MIMAT0027353	hsa-miR-6726-5p
HSA-MIR-6727-5P	hsa-mir-6727-5p	MIMAT0027355	hsa-miR-6727-5p
HSA-MIR-6728-5P	hsa-mir-6728-5p	MIMAT0027357	hsa-miR-6728-5p
HSA-MIR-6731-5P	hsa-mir-6731-5p	MIMAT0027363	hsa-miR-6731-5p
HSA-MIR-6732-5P	hsa-mir-6732-5p	MIMAT0027365	hsa-miR-6732-5p
HSA-MIR-6733-5P	hsa-mir-6733-5p	MIMAT0027367	hsa-miR-6733-5p
HSA-MIR-6734-3P	hsa-mir-6734-3p	MIMAT0027370	hsa-miR-6734-3p
HSA-MIR-6734-5P	hsa-mir-6734-5p	MIMAT0027369	hsa-miR-6734-5p
HSA-MIR-6735-3P	hsa-mir-6735-3p	MIMAT0027372	hsa-miR-6735-3p
HSA-MIR-6735-5P	hsa-mir-6735-5p	MIMAT0027371	hsa-miR-6735-5p
HSA-MIR-6736-3P	hsa-mir-6736-3p	MIMAT0027374	hsa-miR-6736-3p
HSA-MIR-6737-3P	hsa-mir-6737-3p	MIMAT0027376	hsa-miR-6737-3p
HSA-MIR-6737-5P	hsa-mir-6737-5p	MIMAT0027375	hsa-miR-6737-5p
HSA-MIR-6738-5P	hsa-mir-6738-5p	MIMAT0027377	hsa-miR-6738-5p
HSA-MIR-6739-5P	hsa-mir-6739-5p	MIMAT0027379	hsa-miR-6739-5p
HSA-MIR-6742-5P	hsa-mir-6742-5p	MIMAT0027385	hsa-miR-6742-5p
HSA-MIR-6743-3P	hsa-mir-6743-3p	MIMAT0027388	hsa-miR-6743-3p
HSA-MIR-6743-5P	hsa-mir-6743-5p	MIMAT0027387	hsa-miR-6743-5p
HSA-MIR-6744-3P	hsa-mir-6744-3p	MIMAT0027390	hsa-miR-6744-3p
HSA-MIR-6745	hsa-mir-6745	MIMAT0027391	hsa-miR-6745
HSA-MIR-6746-3P	hsa-mir-6746-3p	MIMAT0027393	hsa-miR-6746-3p
HSA-MIR-6747-5P	hsa-mir-6747-5p	MIMAT0027394	hsa-miR-6747-5p
HSA-MIR-6749-5P	hsa-mir-6749-5p	MIMAT0027398	hsa-miR-6749-5p
HSA-MIR-6750-5P	hsa-mir-6750-5p	MIMAT0027400	hsa-miR-6750-5p
HSA-MIR-6751-3P	hsa-mir-6751-3p	MIMAT0027403	hsa-miR-6751-3p
HSA-MIR-6751-5P	hsa-mir-6751-5p	MIMAT0027402	hsa-miR-6751-5p
HSA-MIR-6752-5P	hsa-mir-6752-5p	MIMAT0027404	hsa-miR-6752-5p
HSA-MIR-6753-5P	hsa-mir-6753-5p	MIMAT0027406	hsa-miR-6753-5p
HSA-MIR-6754-5P	hsa-mir-6754-5p	MIMAT0027408	hsa-miR-6754-5p
HSA-MIR-6755-5P	hsa-mir-6755-5p	MIMAT0027410	hsa-miR-6755-5p
HSA-MIR-6756-3P	hsa-mir-6756-3p	MIMAT0027413	hsa-miR-6756-3p
HSA-MIR-6756-5P	hsa-mir-6756-5p	MIMAT0027412	hsa-miR-6756-5p
HSA-MIR-6757-5P	hsa-mir-6757-5p	MIMAT0027414	hsa-miR-6757-5p
HSA-MIR-6759-5P	hsa-mir-6759-5p	MIMAT0027418	hsa-miR-6759-5p
HSA-MIR-6760-5P	hsa-mir-6760-5p	MIMAT0027420	hsa-miR-6760-5p
HSA-MIR-6762-3P	hsa-mir-6762-3p	MIMAT0027425	hsa-miR-6762-3p
HSA-MIR-6762-5P	hsa-mir-6762-5p	MIMAT0027424	hsa-miR-6762-5p
HSA-MIR-6763-3P	hsa-mir-6763-3p	MIMAT0027427	hsa-miR-6763-3p
HSA-MIR-6763-5P	hsa-mir-6763-5p	MIMAT0027426	hsa-miR-6763-5p
HSA-MIR-6765-5P	hsa-mir-6765-5p	MIMAT0027430	hsa-miR-6765-5p
HSA-MIR-6766-5P	hsa-mir-6766-5p	MIMAT0027432	hsa-miR-6766-5p
HSA-MIR-6767-3P	hsa-mir-6767-3p	MIMAT0027435	hsa-miR-6767-3p
HSA-MIR-6768-5P	hsa-mir-6768-5p	MIMAT0027436	hsa-miR-6768-5p
HSA-MIR-6769A-3P	hsa-mir-6769a-3p	MIMAT0027439	hsa-miR-6769a-3p
HSA-MIR-6769A-5P	hsa-mir-6769a-5p	MIMAT0027438	hsa-miR-6769a-5p
HSA-MIR-6769B-3P	hsa-mir-6769b-3p	MIMAT0027621	hsa-miR-6769b-3p
HSA-MIR-6769B-5P	hsa-mir-6769b-5p	MIMAT0027620	hsa-miR-6769b-5p
HSA-MIR-6770-3P	hsa-mir-6770-3p	MIMAT0027441	hsa-miR-6770-3p
HSA-MIR-6771-5P	hsa-mir-6771-5p	MIMAT0027442	hsa-miR-6771-5p
HSA-MIR-6772-3P	hsa-mir-6772-3p	MIMAT0027445	hsa-miR-6772-3p
HSA-MIR-6773-5P	hsa-mir-6773-5p	MIMAT0027446	hsa-miR-6773-5p
HSA-MIR-6774-3P	hsa-mir-6774-3p	MIMAT0027449	hsa-miR-6774-3p
HSA-MIR-6774-5P	hsa-mir-6774-5p	MIMAT0027448	hsa-miR-6774-5p
HSA-MIR-6775-3P	hsa-mir-6775-3p	MIMAT0027451	hsa-miR-6775-3p
HSA-MIR-6775-5P	hsa-mir-6775-5p	MIMAT0027450	hsa-miR-6775-5p
HSA-MIR-6777-3P	hsa-mir-6777-3p	MIMAT0027455	hsa-miR-6777-3p
HSA-MIR-6777-5P	hsa-mir-6777-5p	MIMAT0027454	hsa-miR-6777-5p
HSA-MIR-6778-5P	hsa-mir-6778-5p	MIMAT0027456	hsa-miR-6778-5p
HSA-MIR-6779-3P	hsa-mir-6779-3p	MIMAT0027459	hsa-miR-6779-3p
HSA-MIR-6779-5P	hsa-mir-6779-5p	MIMAT0027458	hsa-miR-6779-5p
HSA-MIR-6780A-3P	hsa-mir-6780a-3p	MIMAT0027461	hsa-miR-6780a-3p
HSA-MIR-6780A-5P	hsa-mir-6780a-5p	MIMAT0027460	hsa-miR-6780a-5p
HSA-MIR-6780B-5P	hsa-mir-6780b-5p	MIMAT0027572	hsa-miR-6780b-5p
HSA-MIR-6781-5P	hsa-mir-6781-5p	MIMAT0027462	hsa-miR-6781-5p
HSA-MIR-6782-5P	hsa-mir-6782-5p	MIMAT0027464	hsa-miR-6782-5p
HSA-MIR-6783-3P	hsa-mir-6783-3p	MIMAT0027467	hsa-miR-6783-3p
HSA-MIR-6783-5P	hsa-mir-6783-5p	MIMAT0027466	hsa-miR-6783-5p
HSA-MIR-6784-5P	hsa-mir-6784-5p	MIMAT0027468	hsa-miR-6784-5p
HSA-MIR-6785-5P	hsa-mir-6785-5p	MIMAT0027470	hsa-miR-6785-5p
HSA-MIR-6786-3P	hsa-mir-6786-3p	MIMAT0027473	hsa-miR-6786-3p
HSA-MIR-6786-5P	hsa-mir-6786-5p	MIMAT0027472	hsa-miR-6786-5p
HSA-MIR-6787-3P	hsa-mir-6787-3p	MIMAT0027475	hsa-miR-6787-3p
HSA-MIR-6787-5P	hsa-mir-6787-5p	MIMAT0027474	hsa-miR-6787-5p
HSA-MIR-6788-5P	hsa-mir-6788-5p	MIMAT0027476	hsa-miR-6788-5p
HSA-MIR-6789-3P	hsa-mir-6789-3p	MIMAT0027479	hsa-miR-6789-3p
HSA-MIR-6789-5P	hsa-mir-6789-5p	MIMAT0027478	hsa-miR-6789-5p
HSA-MIR-6791-3P	hsa-mir-6791-3p	MIMAT0027483	hsa-miR-6791-3p
HSA-MIR-6791-5P	hsa-mir-6791-5p	MIMAT0027482	hsa-miR-6791-5p
HSA-MIR-6794-5P	hsa-mir-6794-5p	MIMAT0027488	hsa-miR-6794-5p
HSA-MIR-6795-3P	hsa-mir-6795-3p	MIMAT0027491	hsa-miR-6795-3p
HSA-MIR-6795-5P	hsa-mir-6795-5p	MIMAT0027490	hsa-miR-6795-5p
HSA-MIR-6796-5P	hsa-mir-6796-5p	MIMAT0027492	hsa-miR-6796-5p
HSA-MIR-6797-5P	hsa-mir-6797-5p	MIMAT0027494	hsa-miR-6797-5p
HSA-MIR-6798-5P	hsa-mir-6798-5p	MIMAT0027496	hsa-miR-6798-5p
HSA-MIR-6799-3P	hsa-mir-6799-3p	MIMAT0027499	hsa-miR-6799-3p
HSA-MIR-6799-5P	hsa-mir-6799-5p	MIMAT0027498	hsa-miR-6799-5p
HSA-MIR-6800-3P	hsa-mir-6800-3p	MIMAT0027501	hsa-miR-6800-3p
HSA-MIR-6801-5P	hsa-mir-6801-5p	MIMAT0027502	hsa-miR-6801-5p
HSA-MIR-6803-5P	hsa-mir-6803-5p	MIMAT0027506	hsa-miR-6803-5p
HSA-MIR-6804-3P	hsa-mir-6804-3p	MIMAT0027509	hsa-miR-6804-3p
HSA-MIR-6804-5P	hsa-mir-6804-5p	MIMAT0027508	hsa-miR-6804-5p
HSA-MIR-6805-5P	hsa-mir-6805-5p	MIMAT0027510	hsa-miR-6805-5p
HSA-MIR-6806-5P	hsa-mir-6806-5p	MIMAT0027512	hsa-miR-6806-5p
HSA-MIR-6808-5P	hsa-mir-6808-5p	MIMAT0027516	hsa-miR-6808-5p
HSA-MIR-6809-3P	hsa-mir-6809-3p	MIMAT0027519	hsa-miR-6809-3p
HSA-MIR-6809-5P	hsa-mir-6809-5p	MIMAT0027518	hsa-miR-6809-5p
HSA-MIR-6811-3P	hsa-mir-6811-3p	MIMAT0027523	hsa-miR-6811-3p
HSA-MIR-6811-5P	hsa-mir-6811-5p	MIMAT0027522	hsa-miR-6811-5p
HSA-MIR-6812-5P	hsa-mir-6812-5p	MIMAT0027524	hsa-miR-6812-5p
HSA-MIR-6813-5P	hsa-mir-6813-5p	MIMAT0027526	hsa-miR-6813-5p
HSA-MIR-6814-5P	hsa-mir-6814-5p	MIMAT0027528	hsa-miR-6814-5p
HSA-MIR-6815-5P	hsa-mir-6815-5p	MIMAT0027530	hsa-miR-6815-5p
HSA-MIR-6816-3P	hsa-mir-6816-3p	MIMAT0027533	hsa-miR-6816-3p
HSA-MIR-6816-5P	hsa-mir-6816-5p	MIMAT0027532	hsa-miR-6816-5p
HSA-MIR-6817-3P	hsa-mir-6817-3p	MIMAT0027535	hsa-miR-6817-3p
HSA-MIR-6818-3P	hsa-mir-6818-3p	MIMAT0027537	hsa-miR-6818-3p
HSA-MIR-6819-3P	hsa-mir-6819-3p	MIMAT0027539	hsa-miR-6819-3p
HSA-MIR-6819-5P	hsa-mir-6819-5p	MIMAT0027538	hsa-miR-6819-5p
HSA-MIR-6820-3P	hsa-mir-6820-3p	MIMAT0027541	hsa-miR-6820-3p
HSA-MIR-6820-5P	hsa-mir-6820-5p	MIMAT0027540	hsa-miR-6820-5p
HSA-MIR-6822-3P	hsa-mir-6822-3p	MIMAT0027545	hsa-miR-6822-3p
HSA-MIR-6823-3P	hsa-mir-6823-3p	MIMAT0027547	hsa-miR-6823-3p
HSA-MIR-6823-5P	hsa-mir-6823-5p	MIMAT0027546	hsa-miR-6823-5p
HSA-MIR-6824-5P	hsa-mir-6824-5p	MIMAT0027548	hsa-miR-6824-5p
HSA-MIR-6825-3P	hsa-mir-6825-3p	MIMAT0027551	hsa-miR-6825-3p
HSA-MIR-6825-5P	hsa-mir-6825-5p	MIMAT0027550	hsa-miR-6825-5p
HSA-MIR-6826-3P	hsa-mir-6826-3p	MIMAT0027553	hsa-miR-6826-3p
HSA-MIR-6828-5P	hsa-mir-6828-5p	MIMAT0027556	hsa-miR-6828-5p
HSA-MIR-6829-3P	hsa-mir-6829-3p	MIMAT0027559	hsa-miR-6829-3p
HSA-MIR-6829-5P	hsa-mir-6829-5p	MIMAT0027558	hsa-miR-6829-5p
HSA-MIR-6830-5P	hsa-mir-6830-5p	MIMAT0027560	hsa-miR-6830-5p
HSA-MIR-6831-5P	hsa-mir-6831-5p	MIMAT0027562	hsa-miR-6831-5p
HSA-MIR-6832-3P	hsa-mir-6832-3p	MIMAT0027565	hsa-miR-6832-3p
HSA-MIR-6835-5P	hsa-mir-6835-5p	MIMAT0027570	hsa-miR-6835-5p
HSA-MIR-6836-5P	hsa-mir-6836-5p	MIMAT0027574	hsa-miR-6836-5p
HSA-MIR-6837-5P	hsa-mir-6837-5p	MIMAT0027576	hsa-miR-6837-5p
HSA-MIR-6838-5P	hsa-mir-6838-5p	MIMAT0027578	hsa-miR-6838-5p
HSA-MIR-6840-3P	hsa-mir-6840-3p	MIMAT0027583	hsa-miR-6840-3p
HSA-MIR-6840-5P	hsa-mir-6840-5p	MIMAT0027582	hsa-miR-6840-5p
HSA-MIR-6841-5P	hsa-mir-6841-5p	MIMAT0027584	hsa-miR-6841-5p
HSA-MIR-6842-3P	hsa-mir-6842-3p	MIMAT0027587	hsa-miR-6842-3p
HSA-MIR-6842-5P	hsa-mir-6842-5p	MIMAT0027586	hsa-miR-6842-5p
HSA-MIR-6843-3P	hsa-mir-6843-3p	MIMAT0027588	hsa-miR-6843-3p
HSA-MIR-6845-5P	hsa-mir-6845-5p	MIMAT0027590	hsa-miR-6845-5p
HSA-MIR-6846-5P	hsa-mir-6846-5p	MIMAT0027592	hsa-miR-6846-5p
HSA-MIR-6848-3P	hsa-mir-6848-3p	MIMAT0027597	hsa-miR-6848-3p
HSA-MIR-6848-5P	hsa-mir-6848-5p	MIMAT0027596	hsa-miR-6848-5p
HSA-MIR-6849-3P	hsa-mir-6849-3p	MIMAT0027599	hsa-miR-6849-3p
HSA-MIR-6850-3P	hsa-mir-6850-3p	MIMAT0027601	hsa-miR-6850-3p
HSA-MIR-6851-3P	hsa-mir-6851-3p	MIMAT0027603	hsa-miR-6851-3p
HSA-MIR-6851-5P	hsa-mir-6851-5p	MIMAT0027602	hsa-miR-6851-5p
HSA-MIR-6852-3P	hsa-mir-6852-3p	MIMAT0027605	hsa-miR-6852-3p
HSA-MIR-6852-5P	hsa-mir-6852-5p	MIMAT0027604	hsa-miR-6852-5p
HSA-MIR-6853-5P	hsa-mir-6853-5p	MIMAT0027606	hsa-miR-6853-5p
HSA-MIR-6854-3P	hsa-mir-6854-3p	MIMAT0027609	hsa-miR-6854-3p
HSA-MIR-6854-5P	hsa-mir-6854-5p	MIMAT0027608	hsa-miR-6854-5p
HSA-MIR-6855-5P	hsa-mir-6855-5p	MIMAT0027610	hsa-miR-6855-5p
HSA-MIR-6856-3P	hsa-mir-6856-3p	MIMAT0027613	hsa-miR-6856-3p
HSA-MIR-6858-3P	hsa-mir-6858-3p	MIMAT0027617	hsa-miR-6858-3p
HSA-MIR-6860	hsa-mir-6860	MIMAT0027622	hsa-miR-6860
HSA-MIR-6862-5P	hsa-mir-6862-5p	MIMAT0027625	hsa-miR-6862-5p
HSA-MIR-6864-5P	hsa-mir-6864-5p	MIMAT0027628	hsa-miR-6864-5p
